,hour,minute,Carbon Intensity gCO₂eq/kWh (direct) median,Carbon Intensity gCO₂eq/kWh (direct) mean,Carbon Intensity gCO₂eq/kWh (direct) percentile_25,Carbon Intensity gCO₂eq/kWh (direct) percentile_75,Carbon Intensity gCO₂eq/kWh (LCA) median,Carbon Intensity gCO₂eq/kWh (LCA) mean,Carbon Intensity gCO₂eq/kWh (LCA) percentile_25,Carbon Intensity gCO₂eq/kWh (LCA) percentile_75,Low Carbon Percentage median,Low Carbon Percentage mean,Low Carbon Percentage percentile_25,Low Carbon Percentage percentile_75,Renewable Percentage median,Renewable Percentage mean,Renewable Percentage percentile_25,Renewable Percentage percentile_75
69,17,15,314.77875,319.581,268.58687499999996,368.01375,397.79625000000004,404.6468611111111,341.956875,465.168125,38.582499999999996,36.97258333333333,26.403125,46.94624999999999,35.44625,33.96677777777778,23.223125,44.0575
70,17,30,318.245,322.19866666666667,275.235,367.365,400.41999999999996,407.5895,351.37,464.1925,38.53,36.52772222222222,26.27,46.45625,35.7075,33.53377777777778,23.40125,43.699999999999996
71,17,45,318.115,324.8163333333333,277.70625,367.60875,399.8075,410.5321388888889,352.8125,464.406875,38.463750000000005,36.082861111111114,26.665625,45.521249999999995,35.675,33.10077777777778,23.724375,42.70625
72,18,0,317.985,327.434,282.4575,374.01,399.195,413.47477777777783,357.155,471.34250000000003,38.425,35.638,26.87,44.97,35.47,32.66777777777778,23.7275,42.072500000000005
73,18,15,318.0875,326.77316666666667,281.46875,373.875625,399.70124999999996,412.6296388888889,356.288125,469.62375000000003,38.33,35.81008333333333,27.009375,44.911874999999995,35.5175,32.82083333333333,23.79375,41.96875
74,18,30,317.35,326.11233333333337,280.22125,372.39250000000004,400.0375,411.78450000000004,354.2825,468.72625,38.5675,35.982166666666664,27.1425,44.78,35.835,32.97388888888889,23.638749999999998,41.92
75,18,45,316.4575,325.4515,278.109375,373.48687499999994,399.27875,410.93936111111117,352.599375,470.988125,38.59375,36.154250000000005,27.268125,45.15875,35.66875,33.12694444444445,23.811875,42.298125
76,19,0,315.505,324.79066666666665,277.0575,374.77,398.99,410.09422222222224,352.1325,471.12,38.82,36.32633333333333,27.3975,45.405,35.695,33.28,23.8425,42.58
77,19,15,314.505,323.67383333333333,276.61937500000005,375.154375,395.97875,408.73111111111115,351.251875,470.78999999999996,39.7525,36.55361111111111,27.556875,45.9475,36.49125,33.47302777777778,23.795625,42.75375
78,19,30,311.64,322.557,275.62125000000003,374.30125,393.25,407.36800000000005,349.90875000000005,470.395,40.2725,36.78088888888889,27.36375,46.2475,36.8875,33.66605555555556,23.676250000000003,42.9275
79,19,45,308.485,321.4401666666667,275.021875,373.69375,390.36,406.0048888888889,348.84562500000004,469.934375,40.526250000000005,37.00816666666667,27.121875,46.29,36.98625,33.85908333333334,23.929375,43.094375
80,20,0,307.94,320.3233333333333,273.7775,373.105,387.47,404.6417777777778,347.34250000000003,469.205,40.495000000000005,37.23544444444445,26.880000000000003,46.255,37.085,34.05211111111111,23.9675,43.335
81,20,15,306.24375,318.423,272.754375,372.296875,384.17625,402.30497222222226,345.99375,467.70437499999997,41.01625,37.650194444444445,27.874375,46.8525,37.3725,34.419222222222224,24.531875,43.563125
82,20,30,303.5375,316.5226666666667,270.84625,372.0325,380.8825,399.96816666666666,344.15375,466.53125,41.7575,38.06494444444445,28.82625,47.48875,38.085,34.78633333333333,25.009999999999998,43.81375
83,20,45,300.83125,314.62233333333336,269.14625,370.91499999999996,377.865,397.6313611111111,342.683125,465.609375,42.49125,38.47969444444445,28.848125,47.815,38.7975,35.153444444444446,24.703125,44.26125
84,21,0,298.125,312.722,267.84,369.0375,375.36,395.2945555555556,341.265,464.22999999999996,42.955,38.894444444444446,28.3825,48.145,39.25,35.52055555555555,24.7475,44.665
85,21,15,296.4275,311.6430277777778,267.218125,366.90937499999995,373.17375,393.9049166666666,340.200625,460.898125,43.46875,39.18841666666667,28.770625,48.323750000000004,39.6975,35.78180555555556,25.116875,44.709374999999994
86,21,30,295.76,310.56405555555557,268.005,364.78125,372.4325,392.5152777777778,339.31125000000003,458.12874999999997,43.6825,39.48238888888889,29.150000000000002,48.401250000000005,40.0175,36.043055555555554,25.48375,45.135000000000005
87,21,45,292.52625,309.48508333333336,266.16,362.413125,370.55125,391.12563888888894,337.234375,455.628125,43.9075,39.77636111111111,29.80375,48.875,40.425,36.30430555555555,25.571875,45.611250000000005
88,22,0,290.005,308.4061111111111,263.51250000000005,358.9575,368.06,389.736,334.15,453.20500000000004,43.894999999999996,40.07033333333333,30.375,49.224999999999994,40.355000000000004,36.565555555555555,26.0375,45.99
89,22,15,292.81375,307.6118055555556,262.62,359.246875,370.455,388.70352777777777,332.12125000000003,451.7925,44.198750000000004,40.284638888888885,30.583750000000002,49.465625,40.44,36.73597222222222,26.446875000000002,46.05125
90,22,30,291.9925,306.8175,260.39625,357.67,370.3,387.67105555555554,330.8975,450.065,44.442499999999995,40.49894444444444,30.660000000000004,49.54375,40.795,36.906388888888884,26.52125,46.010000000000005
91,22,45,290.72249999999997,306.02319444444447,258.226875,356.344375,367.6925,386.6385833333334,328.38374999999996,447.7,44.73625,40.71325,30.93,49.60875,41.12375,37.07680555555555,26.65,46.113749999999996
92,23,0,289.49,305.2288888888889,255.81,356.73249999999996,364.615,385.60611111111115,325.2925,447.3275,45.165,40.92755555555556,31.155,49.9525,41.445,37.24722222222222,26.115000000000002,46.3575
93,23,15,287.515,304.4480555555556,253.84562499999998,356.215625,361.34875,384.53952777777783,322.08375,448.16375,45.4025,41.18958333333333,31.1525,50.515,41.629999999999995,37.43355555555556,26.26375,46.9425
94,23,30,285.615,303.6672222222222,251.9,355.93125,359.83500000000004,383.47294444444447,319.82375,448.4275,45.7325,41.45161111111111,31.15,51.07875,41.58,37.61988888888889,26.51,47.405
95,23,45,285.095,302.8863888888889,250.00875,356.33750000000003,360.4925,382.40636111111115,316.906875,449.30875000000003,45.59625,41.71363888888889,31.1475,51.43625,41.53,37.806222222222225,26.75625,47.587500000000006
